customer_id,customer_num,age,gender,membership_tier_encoded,education_level_encoded,satisfaction_level_encoded,income,income_log,income_bin,total_purchases,purchase_per_day,frequent_buyer,price,price_boxcox,loyalty_points,days_since_signup,days_since_last_purchase,purchased,region_East,region_North,region_South,region_West,category_Clothing,category_Electronics,category_Furniture,category_Grocery,category_Other
CUST-0023,23,62.0,Female,2,1.0,0.0,22215.32,10.008582432916027,0,3.0,0.00272,0,267.28,1.1306252570913728,22.0,1104,154,0,False,True,False,False,True,False,False,False,False
CUST-0025,25,23.0,Female,0,2.0,2.0,23108.38,10.04799387469565,0,3.0,0.0023,0,132.88,-0.07836532558550861,4420.0,1302,559,1,False,True,False,False,False,False,True,False,False
CUST-0026,26,34.0,Male,0,2.0,2.0,93603.67,11.446835554383455,3,5.0,0.00388,1,264.3,1.1086088393706646,1805.0,1288,127,0,False,False,False,True,False,False,False,False,True
CUST-0027,27,53.0,Other,2,2.0,1.0,34053.48,10.43571687414172,0,5.0,0.00245,1,217.71,0.7421744274485946,27.0,2037,349,0,False,True,False,False,True,False,False,False,False
CUST-0028,28,45.0,Other,0,3.0,1.0,64032.19,11.067156821668542,2,2.0,0.00164,0,217.71,0.7421744274485946,3741.0,1221,94,0,False,True,False,False,True,False,False,False,False
CUST-0029,29,51.0,Male,2,3.0,2.0,128147.24,11.760942997792327,3,3.0,0.00332,0,161.88,0.2315263753626682,471.0,903,230,0,False,False,False,True,False,False,False,True,False
CUST-0030,30,30.0,Female,0,2.0,1.0,36612.08,10.50816083259467,0,6.0,0.00508,1,188.03,0.48246628692143856,4479.0,1182,309,0,False,False,True,False,True,False,False,False,False
CUST-0031,31,36.0,Female,2,2.0,1.0,28529.83,10.258740535968043,0,3.0,0.0023,0,264.3,1.1086088393706646,4629.0,1305,261,0,False,False,False,True,False,False,False,False,True
CUST-0032,32,33.0,Male,1,3.0,2.0,53817.18,10.893366607283987,1,1.0,0.00261,0,264.3,1.1086088393706646,418.0,383,5,0,False,False,True,False,False,False,False,False,True
CUST-0033,33,24.0,Female,2,0.0,1.0,75101.11,11.226603933229715,2,5.0,0.01057,1,188.03,0.48246628692143856,2771.0,473,328,0,False,True,False,False,True,False,False,False,False
CUST-0034,34,38.0,Male,0,2.0,1.0,52364.07,10.865995044977096,1,4.0,4.0,0,111.87,-0.33035305512573704,2242.0,0,119,0,False,True,False,False,False,False,True,False,False
CUST-0035,35,44.0,Male,0,1.0,2.0,39647.48,10.587807890893115,0,3.0,0.00213,0,43.14,-1.464832726945993,1771.0,1410,453,1,True,False,False,False,True,False,False,False,False
CUST-0036,36,46.0,Male,2,2.0,2.0,64024.87,11.067042499417418,2,7.0,0.28,1,33.62,-1.7003165040093486,4126.0,25,521,1,True,False,False,False,False,True,False,False,False
CUST-0037,37,27.0,Male,2,1.0,1.0,39445.71,10.582705926091633,0,0.0,0.0,0,324.97,1.529723956881845,3221.0,1075,37,0,False,False,True,False,False,False,False,True,False
CUST-0038,38,34.0,Female,2,1.0,2.0,104367.32,11.555681460105069,3,7.0,0.00834,1,150.19,0.11114045070097057,4034.0,839,108,1,False,False,False,True,False,True,False,False,False
CUST-0039,39,63.0,Male,0,2.0,1.0,30672.09,10.331141001951853,0,3.0,-0.04545,0,132.88,-0.07836532558550861,1155.0,-66,108,0,True,False,False,False,False,False,True,False,False
CUST-0040,40,18.0,Male,2,3.0,1.0,61291.24,11.023408523372709,2,5.0,0.08772,1,43.14,-1.464832726945993,3078.0,57,42,0,False,True,False,False,True,False,False,False,False
CUST-0041,41,23.0,Male,0,1.0,0.0,40960.0,10.620375673477872,1,2.0,0.00152,0,204.17,0.6266250911835551,2311.0,1315,560,1,True,False,False,False,False,False,True,False,False
CUST-0042,42,23.0,Other,2,2.0,1.0,50395.05,10.827668077972262,1,0.0,-0.0,0,132.88,-0.07836532558550861,1266.0,-69,129,0,False,False,True,False,False,False,True,False,False
CUST-0043,43,61.0,Male,2,2.0,2.0,86136.95,11.363705359857303,3,4.0,0.0105,0,460.3,2.3177482848145123,451.0,381,99,1,False,False,False,True,False,False,False,False,True
CUST-0044,44,53.0,Female,0,1.0,0.0,37208.93,10.524330940124171,0,3.0,0.00242,0,80.07,-0.7756420864794006,2553.0,1241,302,0,False,False,True,False,False,True,False,False,False
CUST-0045,45,22.0,Male,0,2.0,1.0,42825.13,10.664903709300713,1,5.0,0.00792,1,217.71,0.7421744274485946,1419.0,631,338,1,False,True,False,False,True,False,False,False,False
CUST-0046,46,30.0,Male,2,2.0,2.0,60792.19,11.015233055102106,2,6.0,0.0043,1,119.84,-0.23154939440384975,1206.0,1395,571,1,False,True,False,False,False,True,False,False,False
CUST-0047,47,48.0,Female,2,2.0,1.0,113800.63,11.64221212394613,3,5.0,-0.05102,1,161.88,0.2315263753626682,969.0,-98,280,1,False,False,False,True,False,False,False,True,False
CUST-0048,48,42.0,Male,0,2.0,1.0,109451.63,11.603247131899407,3,6.0,0.00948,1,29.54,-1.8140604695749496,2576.0,633,221,0,False,False,False,True,False,True,False,False,False
CUST-0049,49,30.0,Female,2,2.0,1.0,107207.2,11.582528017230747,3,4.0,0.00659,0,111.87,-0.33035305512573704,4331.0,607,489,1,False,False,False,True,False,False,True,False,False
CUST-0050,50,56.0,Female,2,2.0,1.0,48469.51,10.78871085075642,1,2.0,0.00252,0,110.25,-0.3509681363940098,51.0,794,394,1,False,False,True,False,False,False,True,False,False
CUST-0051,51,43.0,Male,1,0.0,1.0,47351.26,10.76536982714785,1,4.0,-0.03774,0,119.92,-0.23057871353895149,1403.0,-106,20,1,False,False,False,True,False,True,False,False,False
CUST-0052,52,50.0,Male,0,3.0,1.0,74035.13,11.2123084962776,2,6.0,0.00346,1,185.1,0.45547808526688227,3964.0,1735,550,0,False,False,False,True,False,True,False,False,False
CUST-0053,53,44.0,Male,2,1.0,0.0,38093.73,10.547831231337696,0,4.0,0.00331,0,204.17,0.6266250911835551,4474.0,1209,376,1,True,False,False,False,False,False,True,False,False
CUST-0054,54,50.0,Other,0,2.0,1.0,102226.13,11.534952381406084,3,3.0,0.00175,0,119.92,-0.23057871353895149,3794.0,1716,78,1,False,False,True,False,False,True,False,False,False
CUST-0055,55,43.0,Female,0,0.0,1.0,53671.2,10.890650455573537,1,5.0,0.00272,1,267.28,1.1306252570913728,2921.0,1838,226,1,False,False,True,False,True,False,False,False,False
CUST-0056,56,33.0,Male,0,1.0,2.0,56178.14,10.9363007926023,2,6.0,0.003,1,86.16,-0.6827850488118706,4121.0,2003,348,1,False,True,False,False,False,True,False,False,False
CUST-0057,57,20.0,Female,1,2.0,1.0,51619.4,10.851672222177104,1,3.0,0.00163,0,21.27,-2.0790963663289834,3089.0,1837,383,0,False,False,False,True,False,False,True,False,False
CUST-0058,58,25.0,Male,0,3.0,1.0,64034.94,11.067199767224594,2,7.0,0.01346,1,161.88,0.2315263753626682,1556.0,520,299,1,False,True,False,False,False,False,False,True,False
CUST-0059,59,51.0,Other,2,1.0,2.0,44048.61,10.69307177774965,1,5.0,0.00386,1,356.69,1.7305070076293008,2326.0,1295,372,1,True,False,False,False,False,False,False,False,True
CUST-0060,60,26.0,Male,0,3.0,2.0,32768.62,10.3972571456537,0,4.0,0.00407,0,141.97,0.02294869817582517,4202.0,984,394,1,False,False,True,False,True,False,False,False,False
CUST-0061,61,57.0,Female,1,2.0,0.0,28802.28,10.268244548528079,0,6.0,0.54545,1,267.28,1.1306252570913728,3512.0,11,126,0,False,True,False,False,True,False,False,False,False
CUST-0063,63,42.0,Male,0,1.0,1.0,43241.81,10.674586255765597,1,2.0,0.00112,0,356.69,1.7305070076293008,2621.0,1783,136,0,False,True,False,False,False,False,False,False,True
CUST-0064,64,43.0,Male,2,2.0,1.0,45014.93,10.71477170610924,1,4.0,0.0037,0,119.86,-0.23130668634521534,2505.0,1081,571,1,False,False,False,True,False,False,False,True,False
CUST-0065,65,61.0,Male,2,3.0,1.0,38462.91,10.557475678041893,0,5.0,0.01754,1,43.14,-1.464832726945993,1298.0,285,568,1,False,True,False,False,True,False,False,False,False
CUST-0066,66,42.0,Female,1,1.0,1.0,62683.84,11.045874911102105,2,3.0,0.00541,0,264.3,1.1086088393706646,961.0,555,104,0,False,True,False,False,False,False,False,False,True
CUST-0067,67,42.0,Female,2,3.0,2.0,85231.63,11.353139620719476,3,5.0,0.00558,1,204.17,0.6266250911835551,4142.0,896,570,1,True,False,False,False,False,False,True,False,False
CUST-0069,69,32.0,Female,2,2.0,1.0,100401.41,11.51694148993574,3,3.0,0.00671,0,185.1,0.45547808526688227,1383.0,447,224,1,True,False,False,False,False,True,False,False,False
CUST-0070,70,57.0,Female,0,2.0,2.0,89981.34,11.407368707836081,3,2.0,-0.09091,0,111.87,-0.33035305512573704,2825.0,-22,63,0,False,False,True,False,False,False,True,False,False
CUST-0071,71,23.0,Female,2,1.0,1.0,159663.53,11.980830205589474,3,6.0,0.00416,1,250.34,1.0033566439336192,3061.0,1444,194,0,False,False,False,True,True,False,False,False,False
CUST-0072,72,61.0,Other,1,1.0,1.0,51626.17,10.85180336327824,1,5.0,0.00402,1,119.84,-0.23154939440384975,1203.0,1245,577,1,False,False,False,True,False,True,False,False,False
CUST-0073,73,36.0,Male,2,2.0,0.0,33723.04,10.425966215140784,0,6.0,0.00465,1,188.03,0.48246628692143856,3544.0,1289,203,1,True,False,False,False,True,False,False,False,False
CUST-0074,74,57.0,Male,2,1.0,0.0,47972.04,10.778394465429551,1,6.0,0.00347,1,21.27,-2.0790963663289834,1426.0,1729,140,0,False,True,False,False,False,False,True,False,False
CUST-0076,76,22.0,Female,2,0.0,1.0,39327.31,10.57969989475943,0,3.0,-0.02632,0,188.03,0.48246628692143856,1748.0,-114,474,0,False,True,False,False,True,False,False,False,False
CUST-0077,77,52.0,Female,0,1.0,2.0,20314.93,9.91916058635505,0,2.0,0.00136,0,132.88,-0.07836532558550861,4578.0,1471,442,0,False,False,False,True,False,False,True,False,False
CUST-0078,78,50.0,Female,2,2.0,1.0,159663.53,11.980830205589474,3,3.0,0.01003,0,204.17,0.6266250911835551,3796.0,299,37,0,False,False,True,False,False,False,True,False,False
CUST-0080,80,53.0,Male,2,3.0,2.0,114616.95,11.649359702759956,3,4.0,0.00217,0,267.28,1.1306252570913728,4784.0,1841,336,1,True,False,False,False,True,False,False,False,False
CUST-0081,81,19.0,Other,0,1.0,1.0,124013.66,11.728155063405506,3,2.0,0.01379,0,264.3,1.1086088393706646,1865.0,145,310,0,False,True,False,False,False,False,False,False,True
CUST-0082,82,19.0,Male,0,1.0,0.0,63644.36,11.061081702663744,2,4.0,0.00917,0,110.25,-0.3509681363940098,202.0,436,454,1,False,False,False,True,False,False,True,False,False
CUST-0083,83,45.0,Female,2,2.0,1.0,58432.82,10.97565011078611,2,3.0,-0.04225,0,206.89,0.6502122811452071,1309.0,-71,470,1,False,True,False,False,False,False,False,False,True
CUST-0084,84,51.0,Male,2,2.0,2.0,39457.5,10.583004765676186,0,3.0,0.00247,0,53.54,-1.2421732626578335,3624.0,1215,14,1,False,True,False,False,True,False,False,False,False
CUST-0085,85,50.0,Female,2,3.0,2.0,27591.14,10.225286228538279,0,3.0,0.00811,0,138.6,-0.014127246310786693,4146.0,370,391,0,True,False,False,False,False,True,False,False,False
CUST-0086,86,49.0,Male,2,1.0,1.0,102167.14,11.534375166467226,3,4.0,0.00625,0,33.62,-1.7003165040093486,4408.0,640,451,1,False,False,True,False,False,True,False,False,False
CUST-0087,87,20.0,Male,0,2.0,1.0,30028.46,10.309934178797716,0,2.0,0.00758,0,86.16,-0.6827850488118706,2251.0,264,407,0,False,True,False,False,False,True,False,False,False
CUST-0088,88,40.0,Male,2,3.0,2.0,71577.12,11.178544719655461,2,4.0,0.003,0,264.3,1.1086088393706646,2664.0,1334,159,0,True,False,False,False,False,False,False,False,True
CUST-0089,89,28.0,Male,2,1.0,1.0,93040.32,11.440798974538165,3,6.0,0.00881,1,60.52,-1.107540342476158,1495.0,681,262,1,False,True,False,False,False,False,False,False,True
CUST-0091,91,43.0,Male,2,2.0,2.0,110917.27,11.616548902781542,3,7.0,0.00581,1,161.88,0.2315263753626682,1841.0,1205,154,1,False,False,False,True,False,False,False,True,False
CUST-0093,93,21.0,Male,0,2.0,2.0,68293.6,11.131585979475702,2,5.0,0.0057,1,119.86,-0.23130668634521534,538.0,877,61,1,False,False,False,True,False,False,False,True,False
CUST-0094,94,19.0,Male,1,2.0,1.0,112609.71,11.63169210561747,3,2.0,0.00199,0,324.97,1.529723956881845,1248.0,1006,63,0,True,False,False,False,False,False,False,True,False
CUST-0095,95,19.0,Female,0,1.0,1.0,25743.23,10.155965803312828,0,6.0,0.00371,1,111.87,-0.33035305512573704,3465.0,1617,355,1,True,False,False,False,False,False,True,False,False
CUST-0096,96,33.0,Male,0,2.0,1.0,32253.87,10.381424318575334,0,7.0,0.01116,1,141.97,0.02294869817582517,2735.0,627,414,0,True,False,False,False,True,False,False,False,False
CUST-0097,97,51.0,Female,0,1.0,0.0,76949.38,11.250916077526437,3,6.0,0.00656,1,138.6,-0.014127246310786693,1240.0,915,326,1,False,False,False,True,False,True,False,False,False
CUST-0098,98,51.0,Male,0,2.0,1.0,138882.79,11.841392819268362,3,4.0,0.00207,0,86.16,-0.6827850488118706,3552.0,1929,249,0,False,False,True,False,False,True,False,False,False
CUST-0100,100,29.0,Female,0,2.0,1.0,97678.0,11.489441871221945,3,2.0,0.00298,0,60.52,-1.107540342476158,1535.0,672,214,0,False,True,False,False,False,False,False,False,True
CUST-0101,101,31.0,Male,0,3.0,2.0,46810.79,10.753890373255372,1,5.0,0.02083,1,266.85,1.127457866592304,1025.0,240,136,1,True,False,False,False,False,False,False,True,False
CUST-0102,102,55.0,Female,0,1.0,1.0,75525.53,11.23223926424233,2,5.0,0.08929,1,150.71,0.1166172313806438,4307.0,56,534,0,False,False,True,False,True,False,False,False,False
CUST-0104,104,40.0,Female,1,1.0,1.0,63315.38,11.055899342430173,2,4.0,0.00334,0,110.25,-0.3509681363940098,4573.0,1196,594,0,False,False,True,False,False,False,True,False,False
CUST-0105,105,35.0,Male,1,2.0,1.0,33409.09,10.416613229151425,0,7.0,0.00393,1,217.71,0.7421744274485946,1716.0,1779,180,1,False,True,False,False,True,False,False,False,False
CUST-0106,106,27.0,Male,2,2.0,2.0,46012.04,10.736680113559732,1,4.0,0.00501,0,161.88,0.2315263753626682,2909.0,798,424,0,False,False,False,True,False,False,False,True,False
CUST-0107,107,47.0,Female,0,2.0,1.0,43514.33,10.680868568786723,1,4.0,0.00722,0,204.17,0.6266250911835551,1689.0,554,327,1,False,True,False,False,False,False,True,False,False
CUST-0108,108,61.0,Female,2,2.0,1.0,60503.74,11.010476988057396,2,3.0,0.00161,0,460.3,2.3177482848145123,3353.0,1866,120,1,False,False,True,False,False,False,False,False,True
CUST-0109,109,21.0,Male,2,0.0,2.0,38203.71,10.55071408542336,0,2.0,0.00909,0,324.97,1.529723956881845,2216.0,220,-5,1,False,True,False,False,False,False,False,True,False
CUST-0110,110,48.0,Female,2,3.0,2.0,64356.68,11.072211553222296,2,3.0,0.00275,0,185.1,0.45547808526688227,902.0,1090,519,1,False,False,False,True,False,True,False,False,False
CUST-0111,111,56.0,Female,0,0.0,1.0,17712.13,9.78206145146803,0,4.0,0.00245,0,267.28,1.1306252570913728,4459.0,1632,120,0,False,True,False,False,True,False,False,False,False
CUST-0112,112,42.0,Female,0,2.0,1.0,69878.97,11.154534334940516,2,5.0,0.00306,1,21.27,-2.0790963663289834,2426.0,1632,16,1,False,True,False,False,False,False,True,False,False
CUST-0114,114,42.0,Male,0,3.0,2.0,50809.62,10.835860666835707,1,4.0,0.06897,0,33.62,-1.7003165040093486,2910.0,58,603,1,True,False,False,False,False,True,False,False,False
CUST-0115,115,19.0,Male,2,1.0,1.0,12441.96,9.42891028011162,0,3.0,0.0023,0,204.17,0.6266250911835551,1276.0,1304,56,1,False,True,False,False,False,False,True,False,False
CUST-0116,116,59.0,Female,2,1.0,2.0,68750.35,11.138251651699663,2,3.0,0.0022,0,80.07,-0.7756420864794006,2182.0,1362,100,0,False,False,True,False,False,True,False,False,False
CUST-0117,117,19.0,Female,0,2.0,0.0,37095.23,10.52127062618147,0,5.0,0.00269,1,119.86,-0.23130668634521534,349.0,1859,206,1,True,False,False,False,False,False,False,True,False
CUST-0118,118,46.0,Female,1,2.0,1.0,76949.38,11.250916077526437,3,2.0,0.22222,0,267.28,1.1306252570913728,22.0,9,608,1,False,False,True,False,True,False,False,False,False
CUST-0119,119,34.0,Female,0,1.0,1.0,107207.2,11.582528017230747,3,3.0,0.01648,0,266.85,1.127457866592304,3652.0,182,269,1,False,False,True,False,False,False,False,True,False
CUST-0120,120,61.0,Male,1,3.0,1.0,47712.4,10.77296755985698,1,6.0,0.00837,1,119.86,-0.23130668634521534,4055.0,717,301,0,False,True,False,False,False,False,False,True,False
CUST-0121,121,42.0,Female,0,0.0,0.0,1500.0,7.313886831633462,0,5.0,0.03497,1,53.54,-1.2421732626578335,503.0,143,0,1,False,True,False,False,True,False,False,False,False
CUST-0122,122,43.0,Female,2,2.0,1.0,91094.34,11.41966192936013,3,5.0,0.00468,1,21.27,-2.0790963663289834,4139.0,1068,389,1,False,False,True,False,False,False,True,False,False
CUST-0123,123,53.0,Female,2,2.0,1.0,52213.43,10.863114172450732,1,4.0,-0.10811,0,161.88,0.2315263753626682,1813.0,-37,219,1,True,False,False,False,False,False,False,True,False
CUST-0124,124,28.0,Female,1,1.0,1.0,15754.69,9.664956848852812,0,3.0,0.00156,0,29.54,-1.8140604695749496,4100.0,1926,57,1,False,False,False,True,False,True,False,False,False
CUST-0125,125,27.0,Female,1,2.0,1.0,39502.12,10.58413493511165,0,4.0,0.0028,0,138.6,-0.014127246310786693,3936.0,1431,491,1,False,True,False,False,False,True,False,False,False
CUST-0126,126,22.0,Male,0,1.0,0.0,40651.0,10.612803314257658,0,4.0,0.00781,0,43.14,-1.464832726945993,4732.0,512,251,0,True,False,False,False,True,False,False,False,False
CUST-0127,127,46.0,Female,0,1.0,0.0,79658.32,11.285514320420015,3,2.0,0.00099,0,43.14,-1.464832726945993,1013.0,2024,246,0,False,False,False,True,True,False,False,False,False
CUST-0128,128,34.0,Female,2,2.0,1.0,155928.32,11.957158106638236,3,4.0,0.00295,0,33.62,-1.7003165040093486,4214.0,1356,285,0,True,False,False,False,False,True,False,False,False
CUST-0129,129,52.0,Female,0,1.0,1.0,45196.66,10.71880059456871,1,1.0,0.00322,0,60.52,-1.107540342476158,1245.0,311,393,0,True,False,False,False,False,False,False,False,True
CUST-0130,130,59.0,Male,2,2.0,2.0,132914.9,11.797471876371368,3,6.0,0.00726,1,150.71,0.1166172313806438,4009.0,827,577,1,False,True,False,False,True,False,False,False,False
CUST-0132,132,48.0,Female,2,0.0,0.0,57713.17,10.963258002935468,2,4.0,0.00194,0,266.85,1.127457866592304,3114.0,2064,102,1,False,False,False,True,False,False,False,True,False
CUST-0133,133,32.0,Female,0,2.0,1.0,72807.94,11.195594028843008,2,6.0,0.00373,1,324.97,1.529723956881845,3374.0,1610,133,1,False,False,False,True,False,False,False,True,False
CUST-0134,134,19.0,Female,0,1.0,1.0,38602.92,10.561109104700767,0,4.0,0.00305,0,95.42,-0.549125484431216,3917.0,1311,250,0,False,False,False,True,False,False,False,False,True
CUST-0135,135,32.0,Female,1,0.0,0.0,17712.13,9.78206145146803,0,1.0,0.00077,0,254.97,1.0386611249015703,4193.0,1296,362,1,True,False,False,False,False,True,False,False,False
CUST-0136,136,19.0,Male,2,2.0,1.0,71577.12,11.178544719655461,2,8.0,0.01515,1,460.3,2.3177482848145123,1668.0,528,-7,1,True,False,False,False,False,False,False,False,True
CUST-0137,137,54.0,Female,0,3.0,1.0,28041.51,10.241476852120902,0,5.0,0.01534,1,104.51,-0.42556984306638385,1933.0,326,256,0,False,False,False,True,False,False,False,True,False
CUST-0138,138,18.0,Male,0,1.0,1.0,61295.66,11.023480634306111,2,8.0,0.02721,1,119.92,-0.23057871353895149,2268.0,294,487,1,False,False,False,True,False,True,False,False,False
CUST-0139,139,21.0,Male,2,2.0,1.0,24478.2,10.105579056353706,0,7.0,0.00881,1,206.89,0.6502122811452071,1358.0,795,225,1,True,False,False,False,False,False,False,False,True
CUST-0140,140,25.0,Female,0,1.0,1.0,96126.31,11.473428737728563,3,6.0,0.02941,1,104.32,-0.4280823963268105,4155.0,204,412,1,True,False,False,False,False,False,False,False,True
CUST-0141,141,50.0,Male,0,2.0,1.0,43515.7,10.680900051448914,1,6.0,0.00773,1,267.28,1.1306252570913728,2153.0,776,68,0,False,True,False,False,True,False,False,False,False
CUST-0143,143,53.0,Female,0,2.0,1.0,72041.68,11.185014000152623,2,2.0,0.00178,0,29.54,-1.8140604695749496,4886.0,1123,312,0,False,False,True,False,False,True,False,False,False
CUST-0144,144,48.0,Male,1,2.0,2.0,34499.03,10.44871547258429,0,3.0,0.05769,0,356.69,1.7305070076293008,1969.0,52,594,0,False,False,True,False,False,False,False,False,True
CUST-0145,145,62.0,Female,2,1.0,2.0,41614.72,10.63623325948433,1,4.0,0.00358,0,356.69,1.7305070076293008,3586.0,1116,360,0,True,False,False,False,False,False,False,False,True
CUST-0146,146,28.0,Female,2,2.0,1.0,49816.88,10.81612923471927,1,0.0,0.0,0,86.16,-0.6827850488118706,3987.0,123,146,0,False,True,False,False,False,True,False,False,False
CUST-0147,147,47.0,Female,0,3.0,0.0,57155.46,10.9535476987054,2,6.0,0.00592,1,119.84,-0.23154939440384975,3443.0,1014,-10,1,False,False,True,False,False,True,False,False,False
CUST-0148,148,42.0,Male,0,2.0,1.0,81415.62,11.307334708053542,3,4.0,0.00281,0,141.97,0.02294869817582517,794.0,1422,477,1,False,False,False,True,True,False,False,False,False
CUST-0149,149,61.0,Male,2,2.0,1.0,67028.77,11.112892128046699,2,4.0,0.00735,0,86.16,-0.6827850488118706,633.0,544,238,1,False,False,False,True,False,True,False,False,False
CUST-0150,150,57.0,Female,1,3.0,2.0,1500.0,7.313886831633462,0,3.0,0.0015,0,161.88,0.2315263753626682,112.0,2004,218,0,True,False,False,False,False,False,False,True,False
CUST-0152,152,55.0,Male,0,1.0,1.0,43346.16,10.676996466798471,1,6.0,0.00489,1,185.1,0.45547808526688227,4967.0,1227,60,0,False,True,False,False,False,True,False,False,False
CUST-0153,153,30.0,Female,2,2.0,1.0,62542.58,11.04361887273774,2,2.0,0.00149,0,150.19,0.11114045070097057,2403.0,1344,429,0,True,False,False,False,False,True,False,False,False
CUST-0154,154,62.0,Female,2,2.0,0.0,17983.34,9.797256658208658,0,5.0,0.00242,1,460.3,2.3177482848145123,536.0,2064,337,0,False,False,False,True,False,False,False,False,True
CUST-0155,155,53.0,Male,0,3.0,0.0,74791.24,11.222469415265351,2,1.0,0.00076,0,104.32,-0.4280823963268105,777.0,1323,419,1,False,False,True,False,False,False,False,False,True
CUST-0156,156,52.0,Female,2,3.0,2.0,100356.73,11.516496381651418,3,2.0,0.00212,0,217.71,0.7421744274485946,551.0,944,588,1,False,False,True,False,True,False,False,False,False
CUST-0157,157,36.0,Male,2,3.0,1.0,30647.26,10.330331169769194,0,3.0,0.00355,0,29.54,-1.8140604695749496,2773.0,844,365,0,False,False,False,True,False,True,False,False,False
CUST-0159,159,49.0,Female,0,1.0,1.0,77680.62,11.260373957536626,3,3.0,0.00218,0,44.94,-1.4240693965474025,931.0,1374,139,0,False,True,False,False,True,False,False,False,False
CUST-0160,160,33.0,Female,0,2.0,1.0,81511.92,11.308516814272142,3,5.0,0.01199,1,102.98,-0.4458840092588805,1291.0,417,88,0,False,False,True,False,False,True,False,False,False
