customer_id,age,gender,region,income,education_level,signup_date
CUST-0196,60.0,Female,East,37807.0,Post-Graduate,2020-08-23
CUST-0197,41.0,Female,North,31808.19,Graduate,2023-01-23
CUST-0198,20.0,Male,East,57728.19,Secondary,2021-12-08
CUST-0199,33.0,Male,South,42230.13,Secondary,2022-05-20
CUST-0200,29.0,Female,West,46739.09,Post-Graduate,2023-07-26
CUST-0201,,Male,East,43996.1,Post-Graduate,2022-03-14
CUST-0202,,Male,West,29850.63,Graduate,2022-01-09
CUST-0203,36.0,,East,39340.5,Post-Graduate,2024-05-30
CUST-0204,63.0,Female,North,,Secondary,2020-01-27
CUST-0205,41.0,Male,North,200514.98,Post-Graduate,2019-11-13
CUST-0206,44.0,,East,74439.1,Post-Graduate,2023-10-27
CUST-0207,34.0,Female,South,102490.55,Secondary,2024-07-12
CUST-0208,,Female,West,81840.75,Secondary,2024-06-13
CUST-0209,25.0,Male,West,40271.68,Graduate,2021-06-02
CUST-0210,51.0,Male,West,51795.49,Secondary,2021-01-26
CUST-0211,63.0,Male,East,37643.14,Secondary,2020-10-22
CUST-0212,59.0,Female,North,95883.03,Secondary,2019-10-08
CUST-0213,28.0,,North,45949.87,Graduate,2024-12-15
CUST-0214,57.0,Female,South,80574.96,Primary,2019-07-27
CUST-0215,49.0,Female,West,57625.82,Post-Graduate,2020-10-15
CUST-0216,40.0,Female,North,110579.0,Secondary,2024-09-18
CUST-0217,18.0,Female,East,2500000.0,Primary,2021-08-04
CUST-0218,35.0,Female,East,166148.7,Graduate,2024-04-14
CUST-0219,19.0,Male,West,,Secondary,2019-04-13
CUST-0220,23.0,Female,South,70077.79,Graduate,2023-01-10
CUST-0221,40.0,Female,West,,Graduate,2020-07-11
CUST-0222,39.0,Male,North,39089.76,Graduate,2023-06-01
CUST-0223,28.0,Female,West,49415.59,Graduate,2024-05-27
CUST-0224,,Male,North,67541.39,Secondary,2022-11-01
CUST-0225,29.0,Male,South,51842.14,Secondary,2024-02-25
CUST-0226,33.0,Male,North,50520.3,Graduate,2023-02-05
CUST-0227,31.0,Other,South,70185.66,Post-Graduate,2024-09-01
CUST-0228,53.0,Male,South,28059.39,Primary,2020-09-27
CUST-0229,37.0,Female,South,65810.16,Graduate,2019-04-22
CUST-0230,62.0,Other,South,71421.61,Secondary,2020-04-02
CUST-0231,61.0,,West,49223.73,Secondary,2020-02-23
CUST-0232,57.0,Male,South,,Post-Graduate,2019-03-13
CUST-0233,,Male,South,41226.96,Post-Graduate,2019-12-20
CUST-0234,50.0,Female,West,44304.57,Graduate,2022-09-09
CUST-0235,36.0,Male,North,136053.8,Graduate,2022-07-12
CUST-0236,21.0,Other,North,32253.87,Graduate,2023-01-11
CUST-0237,21.0,Male,West,59761.75,Post-Graduate,2024-11-07
CUST-0238,27.0,Male,East,47740.22,Graduate,2024-10-07
CUST-0239,43.0,Male,West,122725.05,Secondary,2022-07-31
CUST-0240,64.0,Female,West,70343.2,Graduate,2021-08-27
CUST-0241,55.0,Female,South,39218.27,Graduate,2024-02-01
CUST-0242,44.0,Male,North,31792.98,Graduate,2019-06-15
CUST-0243,20.0,Female,West,27260.31,Graduate,2019-11-05
CUST-0244,19.0,Other,North,74225.45,Graduate,2024-10-08
CUST-0245,42.0,Other,West,26503.38,Secondary,2023-06-02
CUST-0246,29.0,Male,East,29915.2,Graduate,2021-08-16
CUST-0247,39.0,Female,West,33829.94,Primary,2021-11-25
CUST-0248,48.0,Female,East,59295.57,Graduate,2023-02-27
CUST-0249,29.0,Female,West,38407.44,Primary,2021-05-09
CUST-0250,56.0,Female,East,20138.41,Post-Graduate,2019-04-09
CUST-0251,,Female,West,35659.38,Primary,2021-06-04
CUST-0252,52.0,Female,North,27443.94,Graduate,2021-09-27
CUST-0253,29.0,Male,North,72875.66,Post-Graduate,2020-02-01
CUST-0254,23.0,Female,South,52923.61,Secondary,2022-10-08
CUST-0255,19.0,Other,East,42476.91,Post-Graduate,2019-04-22
CUST-0256,63.0,Male,East,68282.57,Graduate,2024-10-28
CUST-0257,25.0,Female,East,105915.47,Secondary,2024-11-06
CUST-0258,52.0,Male,South,,Graduate,2023-07-29
CUST-0259,57.0,Female,West,,Secondary,2019-02-14
CUST-0260,31.0,Female,South,43187.81,Post-Graduate,2023-05-13
CUST-0261,38.0,Female,East,53009.62,Primary,2023-01-19
CUST-0262,31.0,Female,South,27051.62,Post-Graduate,2021-11-17
CUST-0263,46.0,,North,70506.68,Graduate,2021-10-11
CUST-0264,21.0,Female,South,52939.38,Secondary,2023-03-26
CUST-0265,60.0,Male,North,128346.39,Graduate,2024-05-25
CUST-0266,58.0,Female,East,184263.56,Primary,2024-01-09
CUST-0267,18.0,Male,South,52557.9,Secondary,2023-03-01
CUST-0268,33.0,,North,35107.93,Primary,2023-04-28
CUST-0269,,Other,North,58718.87,Graduate,2019-10-29
CUST-0270,21.0,Female,East,59642.36,Secondary,2024-05-05
CUST-0271,46.0,Female,North,41274.18,Secondary,2024-05-16
CUST-0272,27.0,Female,South,48599.56,Graduate,2022-09-02
CUST-0273,35.0,Male,South,,Secondary,2019-08-13
CUST-0274,62.0,Other,East,,Graduate,2021-06-02
CUST-0275,24.0,Male,East,46565.37,Post-Graduate,2024-04-02
CUST-0276,19.0,Male,North,49679.33,Graduate,2024-02-06
CUST-0277,57.0,Female,West,42994.69,Graduate,2024-08-30
CUST-0278,48.0,Female,East,65561.29,Post-Graduate,2023-12-27
CUST-0279,56.0,Female,North,37194.16,Secondary,2024-05-14
CUST-0280,37.0,,West,84053.94,Post-Graduate,2019-12-22
CUST-0281,64.0,Male,South,44449.59,Graduate,2021-03-16
CUST-0282,40.0,Female,South,61102.43,Secondary,2024-02-10
CUST-0283,51.0,Male,South,27926.36,Post-Graduate,2019-11-09
CUST-0284,40.0,Male,South,54622.37,Graduate,2024-03-31
CUST-0285,30.0,Female,East,48750.13,Secondary,2024-03-11
CUST-0286,41.0,,South,57462.53,Post-Graduate,2024-03-19
CUST-0287,56.0,Male,South,92125.94,Graduate,2019-11-21
CUST-0288,25.0,,East,,Primary,2020-07-19
CUST-0289,62.0,,North,62220.35,Graduate,2023-04-21
CUST-0290,,Other,East,30797.77,Secondary,2020-12-15
CUST-0291,47.0,,North,66399.25,Graduate,2024-12-05
CUST-0292,49.0,Other,South,,Secondary,2019-01-18
CUST-0293,59.0,Male,North,41450.85,Primary,2020-08-08
CUST-0294,,Male,West,47771.82,Graduate,2019-02-04
CUST-0295,39.0,Female,West,63421.83,Graduate,2023-08-21
CUST-0296,62.0,Male,East,116688.91,Secondary,2023-12-23
CUST-0297,41.0,Male,South,43546.67,Primary,2021-05-15
CUST-0298,52.0,Male,North,109451.63,Secondary,2023-11-04
CUST-0299,37.0,Other,North,65505.36,Post-Graduate,2020-08-22
CUST-0300,30.0,Female,West,47135.26,Graduate,2021-05-11
CUST-0301,23.0,Male,West,90619.15,Graduate,2021-07-05
CUST-0302,41.0,Female,South,81518.6,Graduate,2019-07-09
CUST-0303,23.0,Male,North,53082.87,Post-Graduate,2024-03-02
CUST-0304,34.0,Female,South,100319.51,Post-Graduate,2023-05-27
CUST-0305,51.0,Female,South,26239.07,Secondary,2022-04-07
CUST-0306,50.0,Female,North,78495.26,Graduate,2023-09-17
CUST-0307,45.0,Male,West,36314.48,Secondary,2019-01-27
CUST-0308,33.0,Other,West,2500000.0,Post-Graduate,2019-09-21
CUST-0309,,Male,South,30165.08,Graduate,2020-08-29
CUST-0310,62.0,Male,West,52082.72,Post-Graduate,2019-01-14
CUST-0311,45.0,Male,South,97066.02,Graduate,2019-03-01
CUST-0312,53.0,Male,West,67075.2,Graduate,2021-08-27
CUST-0313,47.0,,North,41348.88,Graduate,2021-02-03
CUST-0314,53.0,Male,West,,Graduate,2019-02-28
CUST-0315,22.0,Female,West,49393.57,Graduate,2024-09-27
CUST-0316,28.0,,West,47178.76,Secondary,2023-05-16
CUST-0317,42.0,Male,North,29763.15,Post-Graduate,2021-08-28
CUST-0318,55.0,Male,West,94379.3,Graduate,2020-04-22
CUST-0319,42.0,Male,North,44334.62,Secondary,2024-09-12
CUST-0320,31.0,Female,East,38278.65,Graduate,2021-10-19
CUST-0321,20.0,Male,North,69846.62,Post-Graduate,2022-09-22
CUST-0322,24.0,Female,West,52154.24,Graduate,2023-03-11
CUST-0323,59.0,Female,South,32065.28,Graduate,2019-03-19
CUST-0324,42.0,,South,45871.07,Graduate,2024-03-01
CUST-0325,35.0,Male,East,34998.18,Graduate,2021-06-30
CUST-0326,44.0,Female,South,59783.0,Graduate,2021-10-21
CUST-0327,46.0,Male,East,,Graduate,2019-11-22
CUST-0328,62.0,Other,South,,Post-Graduate,2021-02-20
CUST-0329,22.0,Male,South,21856.88,Graduate,2022-07-31
CUST-0330,,Male,West,92495.27,Graduate,2024-03-07
CUST-0331,25.0,Other,North,23184.5,Secondary,2024-11-08
CUST-0332,60.0,Female,South,60183.87,Post-Graduate,2022-10-02
CUST-0333,49.0,Female,South,63221.63,Secondary,2024-12-23
CUST-0334,48.0,Female,East,64711.1,Graduate,2020-12-01
CUST-0335,,Male,West,37149.3,Graduate,2022-03-07
CUST-0336,,Female,South,213573.41,Secondary,2021-12-16
CUST-0337,54.0,Other,East,35472.86,Graduate,2024-12-05
CUST-0338,25.0,Female,South,63468.46,Secondary,2023-10-14
CUST-0339,48.0,Female,South,,Secondary,2019-07-20
CUST-0340,42.0,Female,East,32046.7,Secondary,2019-08-20
CUST-0341,47.0,Male,West,72771.5,Secondary,2019-12-22
CUST-0342,43.0,Female,South,29760.42,Post-Graduate,2024-11-03
CUST-0343,34.0,Male,West,,Secondary,2023-02-14
CUST-0344,57.0,Female,East,62797.61,Graduate,2023-04-25
CUST-0345,36.0,Male,East,54219.68,Secondary,2022-04-03
CUST-0346,30.0,,South,44869.06,Post-Graduate,2023-03-12
CUST-0347,42.0,Female,North,55331.2,Graduate,2019-11-28
CUST-0348,44.0,Male,East,27115.37,Primary,2019-12-11
CUST-0349,57.0,Female,South,53582.59,Graduate,2021-11-22
CUST-0350,21.0,Female,East,98968.62,Post-Graduate,2023-08-07
CUST-0351,47.0,Female,West,92353.02,Secondary,2022-08-19
CUST-0352,61.0,Female,North,65426.5,Primary,2021-10-13
CUST-0353,27.0,Male,South,33668.89,Graduate,2024-08-25
CUST-0354,28.0,Female,West,29559.08,Graduate,2023-08-20
CUST-0355,19.0,Male,West,65322.35,Graduate,2024-11-09
CUST-0356,35.0,Female,East,60273.67,Post-Graduate,2024-06-16
CUST-0357,59.0,Male,East,32579.16,Secondary,2022-06-16
CUST-0358,46.0,Male,West,83664.0,Primary,2020-11-03
CUST-0359,,Female,East,105953.51,Post-Graduate,2021-08-14
CUST-0360,56.0,Male,South,,Primary,2020-12-28
CUST-0361,60.0,Male,North,25097.37,Graduate,2022-01-07
CUST-0362,47.0,Female,West,55040.54,Secondary,2021-05-22
CUST-0363,50.0,,South,30419.76,Secondary,2025-01-05
CUST-0364,25.0,Other,East,39380.68,Secondary,2022-10-23
CUST-0365,18.0,Male,West,43122.17,Secondary,2019-06-18
CUST-0366,43.0,,South,134097.68,Secondary,2019-05-15
CUST-0367,40.0,Male,North,110388.43,Post-Graduate,2020-05-09
CUST-0368,26.0,Male,East,102249.46,Secondary,2019-09-06
CUST-0369,54.0,Male,West,74340.95,Graduate,2024-10-19
CUST-0370,28.0,Female,West,50374.76,Secondary,2024-06-14
CUST-0371,30.0,Male,East,34814.78,Graduate,2021-07-15
CUST-0372,49.0,Female,East,29054.8,Secondary,2022-05-13
CUST-0373,47.0,Female,West,61488.35,Graduate,2021-07-22
CUST-0374,44.0,Male,East,86426.68,Primary,2024-05-20
CUST-0375,29.0,Female,South,79887.8,Post-Graduate,2023-01-01
CUST-0376,64.0,Female,North,46912.49,Post-Graduate,2022-02-27
CUST-0377,47.0,Male,North,73946.48,Secondary,2025-01-07
CUST-0378,23.0,Other,South,55842.32,Secondary,2020-09-25
CUST-0379,24.0,,West,33365.84,Secondary,2020-02-06
CUST-0380,53.0,Female,South,63458.27,Graduate,2024-08-17
CUST-0381,41.0,Male,South,53824.03,Primary,2022-09-02
CUST-0382,64.0,Male,South,48011.16,Primary,2020-08-29
CUST-0383,57.0,Female,East,56871.17,Graduate,2021-09-04
CUST-0384,59.0,Female,North,2500000.0,Secondary,2024-09-05
CUST-0385,57.0,Female,North,62565.3,Primary,2019-10-20
CUST-0386,33.0,Female,West,27306.53,Secondary,2019-09-23
CUST-0387,28.0,Female,West,41078.04,Secondary,2021-12-24
CUST-0388,38.0,Male,East,,Secondary,2019-11-21
CUST-0389,26.0,Male,East,78330.43,Post-Graduate,2019-07-24
CUST-0390,47.0,Male,East,59929.11,Secondary,2023-11-08
CUST-0391,36.0,Female,South,25273.75,Secondary,2022-12-18
CUST-0392,23.0,Female,East,39433.52,Secondary,2022-05-18
CUST-0393,36.0,Male,West,77131.63,Graduate,2024-03-30
CUST-0394,26.0,Female,North,48366.62,Graduate,2020-10-19
CUST-0395,32.0,Female,West,56717.45,Secondary,2024-04-24
CUST-0396,37.0,Male,East,87221.88,Graduate,2021-05-18
CUST-0397,18.0,Male,East,90734.83,Graduate,2019-06-05
CUST-0398,53.0,Other,West,53657.89,Primary,2021-03-05
CUST-0399,25.0,Other,East,44189.82,Graduate,2021-04-05
CUST-0400,44.0,Female,North,29840.5,Graduate,2020-12-26
CUST-0401,62.0,Male,East,27065.35,Post-Graduate,2021-04-10
CUST-0402,44.0,Female,North,2500000.0,Post-Graduate,2023-02-18
CUST-0403,62.0,Male,East,54593.22,Graduate,2019-01-06
CUST-0404,34.0,Female,West,37458.28,Post-Graduate,2021-08-20
CUST-0405,,Female,South,94268.34,Post-Graduate,2023-05-01
CUST-0406,39.0,Male,North,53296.42,Graduate,2023-01-29
CUST-0407,18.0,Male,West,15754.69,Secondary,2023-03-05
CUST-0408,51.0,Male,East,84297.67,Secondary,2022-07-09
CUST-0409,38.0,Female,East,,Primary,2020-09-04
CUST-0410,38.0,Male,South,43145.35,Graduate,2021-05-09
CUST-0411,20.0,Male,South,52799.94,Graduate,2024-01-14
CUST-0412,32.0,Male,South,70037.8,Graduate,2022-05-29
CUST-0413,33.0,Male,West,,Post-Graduate,2024-07-18
CUST-0414,19.0,Male,South,77276.65,Graduate,2022-11-27
CUST-0415,61.0,Female,West,46137.39,Secondary,2022-07-09
CUST-0416,,Female,East,38724.48,Post-Graduate,2022-03-15
CUST-0417,21.0,Male,West,66234.69,Graduate,2022-02-06
CUST-0418,18.0,Female,South,29398.7,Post-Graduate,2019-06-14
CUST-0419,50.0,Female,East,84341.62,Post-Graduate,2019-11-19
CUST-0420,41.0,Female,West,23342.37,Secondary,2020-02-09
CUST-0421,42.0,Male,North,83419.69,Graduate,2023-02-09
CUST-0422,56.0,Female,West,51282.58,Graduate,2020-11-09
CUST-0423,22.0,Other,South,111388.3,Graduate,2019-11-14
CUST-0424,61.0,Male,North,53509.06,Secondary,2024-01-26
