customer_id,age,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,annual_income_was_missing,gender_encoded,education_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,employment_type_Self-Employed,employment_type_Unemployed,join_year,join_month,join_day,join_weekday,income_bin,income_quantile_bin,credit_score_above_700,transaction_cluster,annual_income_log,loan_amount_sqrt,annual_income_yeojohnson,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
C1040,46.0,828727.4,290053.96,640.0686486114522,7,69,74.47,0,0,2,2.0,False,True,False,True,False,False,False,False,True,2021,11,9,1,3,3,0,0,13.627647756794138,538.5665789853656,0.9799521603246011,0.35,11.5,0.7447
C1041,22.0,453199.27,236149.59,667.2559416,2,135,58.33,0,0,1,2.0,False,True,False,False,False,True,False,False,False,2024,10,8,1,1,1,0,2,13.024089403899271,485.9522507407492,-0.31231942465945306,0.5211,22.5,0.5833
C1042,40.0,269175.47,165210.43,572.3327784,3,146,72.67,0,0,0,1.0,False,False,False,False,False,False,False,True,False,2020,12,19,5,0,0,0,2,12.50312246580024,406.4608591242212,-1.3373664416147266,0.6138,24.33,0.7267
C1043,48.0,421181.92,255888.32,586.6945536,0,56,55.76,0,0,1,1.0,True,False,False,False,False,False,False,False,False,2018,6,27,2,1,1,0,0,12.950822507612534,505.8540500974565,-0.4613685095838075,0.6075,9.33,0.5576
C1044,27.0,661339.52,232373.13,699.9071616,7,34,43.42,0,0,1,2.0,False,True,False,False,False,True,False,False,False,2023,2,25,5,2,2,0,1,13.402024145035284,482.05096203617313,0.4831161090618661,0.3514,5.67,0.4342
C1045,28.0,496760.09,274230.9,672.7408072,2,117,41.38,1,0,0,3.0,True,False,False,False,False,False,False,False,False,2024,1,6,5,1,1,0,2,13.115864485278097,523.6706025737935,-0.12329042932190476,0.552,19.5,0.4138
C1046,55.0,543098.81,367975.45,643.4479048000001,0,147,74.79,0,0,0,2.0,False,True,False,False,False,False,True,False,False,2019,5,27,0,1,1,0,2,13.205048394179384,606.6098004483607,0.06291390517225692,0.6775,24.5,0.7479
C1047,34.0,500519.35,242775.6,623.041548,1,146,40.76,0,0,2,2.0,True,False,False,False,False,False,True,True,False,2022,3,31,3,1,1,0,2,13.123403536251503,492.7226400318946,-0.10764617509813583,0.485,24.33,0.4076
C1048,37.0,638431.4485222222,431566.15,682.0745158817778,4,12,73.6,1,1,1,2.0,False,False,True,False,False,False,True,False,False,2018,11,19,0,2,2,0,1,13.36677115171173,656.9369452238168,0.40699608708923724,0.676,2.0,0.736
C1049,56.0,823797.23,342641.62,707.9037784,6,76,48.8,0,0,1,3.0,False,False,False,False,True,False,False,True,False,2024,3,11,0,3,3,1,0,13.621680912402057,585.3559771626151,0.9665950039732649,0.4159,12.67,0.488
C1050,24.0,209457.99,145845.47,586.2866624,6,36,77.82,0,0,0,3.0,True,False,False,False,False,True,False,False,False,2021,4,15,3,0,0,0,1,12.252283247392471,381.89719820915155,-1.803039097785006,0.6963,6.0,0.7782
C1051,22.0,630233.15,327946.27,675.418652,7,99,30.71,0,0,1,2.0,False,False,True,False,False,False,True,False,False,2025,1,18,5,2,2,0,0,13.353846695983435,572.6659322851325,0.37918973639045545,0.5204,16.5,0.3071
C1052,26.0,685952.74,382465.83,603.8762192,1,45,35.37,0,0,1,2.0,True,False,False,True,False,False,False,False,False,2024,12,8,6,2,2,0,1,13.438565470031888,618.4382184179758,0.56244437356207,0.5576,7.5,0.3537
C1053,24.0,433256.83,94803.93,640.0686486114522,2,79,71.44,1,0,1,3.0,True,False,False,False,False,False,True,False,False,2022,1,21,4,1,1,0,0,12.979088280120832,307.90246832398077,-0.40406076213193237,0.2188,13.17,0.7144
C1054,49.0,593850.21,179438.66,630.5080168,6,49,62.02,1,0,1,2.0,False,False,True,False,True,False,False,False,False,2024,6,22,5,1,2,0,1,13.29438407875188,423.60200660525675,0.25195166326845364,0.3022,8.17,0.6202
C1055,38.0,419817.55,243393.56,643.585404,5,17,35.29,0,0,0,2.0,True,False,False,True,False,False,False,False,False,2020,2,27,3,1,1,0,1,12.947577873100855,493.34932856952383,-0.4679313312522472,0.5798,2.83,0.3529
C1056,46.0,597806.48,270162.03,640.0686486114522,1,23,87.71,0,0,1,1.0,True,False,False,False,False,True,False,True,False,2018,10,12,4,1,2,0,1,13.301024041299696,519.771132326527,0.26610357416111663,0.4519,3.83,0.8771
C1057,54.0,844168.5,426219.22,673.53348,3,57,40.7,0,0,1,3.0,False,False,False,False,False,True,False,False,False,2018,7,7,5,3,3,0,0,13.64610858279846,652.8546698921591,1.0213537454510166,0.5049,9.5,0.407
C1058,30.0,316263.33,77577.07,635.3010664,0,141,51.58,0,0,1,3.0,False,False,True,False,False,False,True,False,False,2020,7,22,2,0,0,0,2,12.664333630250262,278.52660555142666,-1.028692851285517,0.2453,23.5,0.5158
C1059,56.0,708340.84,496179.4,640.0686486114522,5,7,35.17,1,0,1,1.0,False,False,True,True,False,False,False,False,False,2021,3,31,2,2,3,0,1,13.470682081012196,704.400028392958,0.6325272166824828,0.7005,1.17,0.3517
C1060,34.0,1203457.09,726578.19,640.0686486114522,6,100,49.1,0,0,1,2.0,False,True,False,True,False,False,False,False,False,2018,11,23,4,4,3,0,0,14.000709712167255,852.3955595848678,1.8392911871460735,0.6037,16.67,0.491
C1061,51.0,565525.63,175998.58,677.2420504,5,140,56.87,0,0,1,2.0,True,False,False,False,False,False,True,False,True,2020,8,11,1,1,2,0,2,13.245512664499412,419.52184686855105,0.14822378963561897,0.3112,23.33,0.5687
C1062,35.0,370753.49,215258.59,666.6602792,2,18,42.14,1,0,1,1.0,False,False,False,False,False,False,True,False,False,2019,2,18,0,0,1,0,1,12.823295370513495,463.95968574866504,-0.716922145131565,0.5806,3.0,0.4214
C1063,28.0,1203457.09,726578.19,712.6953728,3,124,77.68,1,0,1,3.0,True,False,False,False,False,False,False,False,False,2022,4,6,2,4,3,1,2,14.000709712167255,852.3955595848678,1.8392911871460735,0.6037,20.67,0.7768
C1064,34.0,513388.65,300082.07,677.071092,0,135,49.54,0,0,1,1.0,True,False,False,False,False,False,False,False,False,2021,2,12,4,1,1,0,2,13.148790387496451,547.7974716991673,-0.05483561787176676,0.5845,22.5,0.4954
C1065,43.0,638431.4485222222,246587.03,699.0745158817778,3,17,74.71,1,1,1,1.0,False,True,False,False,False,False,True,False,True,2023,2,1,2,2,2,0,1,13.36677115171173,496.5753014397716,0.40699608708923724,0.3862,2.83,0.7471
C1066,40.31739130434783,561746.42,333490.14,658.9397136,1,76,35.53,0,0,0,2.0,True,False,False,False,True,False,False,False,False,2022,2,3,3,1,2,0,0,13.238807597246641,577.4860517796079,0.13405180136404346,0.5937,12.67,0.3553
C1067,36.0,625511.4,204090.01,584.040912,2,150,48.28,0,0,0,2.0,False,False,False,False,False,False,False,False,False,2019,10,29,1,2,2,0,2,13.346326432833294,451.76322338145235,0.36303506367691685,0.3263,25.0,0.4828
C1068,38.0,405801.25,158649.22,572.3327784,5,86,20.6,0,0,1,1.0,False,False,False,False,False,False,True,False,False,2022,2,25,4,0,1,0,0,12.913621250961732,398.3079461923902,-0.5364228649589067,0.391,14.33,0.206
C1069,44.0,542799.33,186745.65,648.4239464,5,61,76.9,0,0,1,2.0,False,True,False,True,False,False,False,False,False,2021,12,26,6,1,1,0,0,13.204496814901399,432.14077567385374,0.0617546002753352,0.344,10.17,0.769
C1070,46.0,825464.11,440925.83,701.0371288,1,11,66.94,0,0,1,2.0,True,False,False,False,False,False,False,False,False,2020,5,8,4,3,3,1,1,13.623702276155356,664.0224619694728,0.9711186136395653,0.5342,1.83,0.6694
C1071,45.0,638431.4485222222,169143.47,688.0745158817778,5,116,81.34,0,1,0,1.0,False,False,False,False,True,False,False,True,False,2020,12,29,1,2,2,0,2,13.36677115171173,411.27055571727965,0.40699608708923724,0.2649,19.33,0.8134
C1072,49.0,388094.18,294946.23,673.0475344,4,52,54.17,0,0,2,1.0,True,False,False,False,False,True,False,False,False,2018,10,20,5,0,1,0,1,12.86900589780036,543.0895230070269,-0.6258842041633955,0.76,8.67,0.5417
C1073,35.0,416379.98,166596.72,573.3103983999999,2,84,79.98,0,0,0,2.0,True,False,False,True,False,False,False,True,False,2024,10,31,3,1,1,0,0,12.939355937446285,408.16261465254263,-0.48454727721369617,0.4001,14.0,0.7998
C1074,21.0,638431.4485222222,211564.74,695.0745158817778,1,123,68.57,0,1,1,2.0,True,False,False,False,True,False,False,False,False,2025,2,13,3,2,2,0,2,13.36677115171173,459.96167231629204,0.40699608708923724,0.3314,20.5,0.6857
C1075,45.0,335856.17,167232.83,663.8684936,2,124,20.27,0,0,0,3.0,False,True,False,False,True,False,False,False,False,2019,12,2,0,0,0,0,2,12.724441259283564,408.9411082295347,-0.9116781280685996,0.4979,20.67,0.2027
C1076,27.0,328414.25,120264.87,671.27314,0,64,39.03,0,0,1,3.0,True,False,False,False,True,False,False,False,True,2023,12,28,3,0,0,0,0,12.702034092753854,346.7922576990438,-0.9554228577884203,0.3662,10.67,0.3903
C1077,29.0,488801.92,254637.67,605.1041536,2,37,57.04,0,0,1,3.0,False,False,False,True,False,False,False,False,False,2020,9,29,1,1,1,0,1,13.099714660635101,504.61635922748286,-0.15674332746843148,0.5209,6.17,0.5704
C1078,44.0,774428.11,316822.79,697.9542488,2,119,66.4,0,0,1,2.0,True,False,False,False,True,False,False,True,False,2019,11,1,4,2,3,0,2,13.559881404630564,562.8701359994151,0.8289544338449268,0.4091,19.83,0.664
C1079,21.0,1087663.91,303719.36,686.0131128,0,132,24.92,1,0,2,3.0,False,False,False,False,False,True,False,False,False,2023,3,9,3,4,3,0,2,13.899543671827894,551.1073942526991,1.6014810399861708,0.2792,22.0,0.2492
C1080,28.0,638431.4485222222,229539.82,630.0745158817778,1,7,72.88,0,1,1,2.0,True,False,False,False,False,False,False,False,False,2022,4,4,0,2,2,0,1,13.36677115171173,479.10314129631837,0.40699608708923724,0.3595,1.17,0.7288
C1081,44.0,628479.3,291026.08,667.2783440000001,2,8,60.77,0,0,0,2.0,False,False,False,True,False,False,False,False,True,2021,1,10,6,2,2,0,1,13.351059962050229,539.4683308591896,0.3732012793297343,0.4631,1.33,0.6077
C1082,31.0,558978.67,121955.69,640.0686486114522,3,104,59.43,0,0,1,1.0,False,False,False,False,True,False,False,False,False,2024,3,31,6,1,2,0,2,13.23386838296068,349.22154859057594,0.12362128362369638,0.2182,17.33,0.5943
C1083,37.0,209457.99,102406.05,662.3681504,2,8,41.9,1,0,1,1.0,True,False,False,False,False,False,True,False,True,2020,6,18,3,0,0,0,1,12.252283247392471,320.0094529853767,-1.803039097785006,0.4889,1.33,0.419
C1084,28.0,260058.01,149037.88,575.8046408,1,46,64.61,1,0,1,2.0,True,False,False,False,False,False,False,False,False,2021,8,21,5,0,0,0,1,12.468663845784253,386.0542448931238,-1.402381308589085,0.5731,7.67,0.6461
C1085,55.0,743181.34,416787.81,597.4545072,7,13,22.06,0,0,1,2.0,False,False,False,True,False,False,False,False,True,2018,8,18,5,2,3,0,1,13.518696704089647,645.5910547707426,0.7379340028471639,0.5608,2.17,0.2206
C1086,55.0,784002.0,413662.94,598.72016,5,55,24.85,0,0,1,1.0,False,False,True,False,False,False,True,False,False,2020,7,27,0,2,3,0,0,13.572168125855836,643.1663392933433,0.856217938603327,0.5276,9.17,0.2485
C1087,53.0,774199.15,429051.8,643.935932,6,149,75.04,0,0,1,2.0,False,True,False,False,False,False,True,False,False,2018,5,12,5,2,3,0,2,13.559585710874051,655.0204576957883,0.8282989265234757,0.5542,24.83,0.7504
C1088,25.0,443389.28,337326.65,592.4711424,0,149,44.14,1,0,0,2.0,False,False,True,False,True,False,False,True,False,2021,7,16,4,1,1,0,2,13.002205654408506,580.7982868432034,-0.3570100581010068,0.7608,24.83,0.4414
C1089,59.0,209457.99,77577.07,578.0574272,5,101,46.02,0,0,0,2.0,False,False,True,True,False,False,False,False,True,2022,7,2,5,0,0,0,0,12.252283247392471,278.52660555142666,-1.803039097785006,0.3704,16.83,0.4602
C1090,48.0,638431.4485222222,145996.39,682.0745158817778,1,24,35.63,1,1,0,2.0,True,False,False,False,True,False,False,False,True,2021,1,1,4,2,2,0,1,13.36677115171173,382.09473956075345,0.40699608708923724,0.2287,4.0,0.3563
C1091,27.0,302087.11,95126.04,595.1669688,4,146,53.42,0,0,1,3.0,False,True,False,False,False,True,False,True,False,2018,9,29,5,0,0,0,2,12.61847400877169,308.42509625515237,-1.1172626994079493,0.3149,24.33,0.5342
C1092,29.0,690949.98,207548.13,699.2759984,6,26,23.9,0,0,1,3.0,False,False,True,False,False,False,True,False,True,2020,5,14,3,2,2,0,1,13.445824159567698,455.5745054324265,0.5782542828191788,0.3004,4.33,0.239
C1093,28.0,401694.01,124009.64,640.0686486114522,5,31,42.53,1,0,1,2.0,True,False,False,False,False,True,False,False,False,2024,5,12,6,0,1,0,1,12.903448398064592,352.15002484736533,-0.5568739327106955,0.3087,5.17,0.4253
C1094,32.0,1203457.09,726578.19,700.110596,2,47,59.53,1,0,2,2.0,False,False,True,False,True,False,False,False,False,2021,7,12,0,4,3,1,1,14.000709712167255,852.3955595848678,1.8392911871460735,0.6037,7.83,0.5953
C1095,54.0,1096025.58,521368.39,640.0686486114522,6,135,54.92,0,0,0,2.0,False,False,True,False,False,False,False,False,False,2020,5,20,2,4,3,0,2,13.907201998020845,722.058439463178,1.619357301384281,0.4757,22.5,0.5492
C1096,40.31739130434783,1203457.09,726578.19,712.6953728,2,98,94.98,0,0,1,3.0,True,False,False,False,False,False,True,False,False,2023,8,7,0,4,3,1,0,14.000709712167255,852.3955595848678,1.8392911871460735,0.6037,16.33,0.9498
C1097,43.0,295350.44,99276.6,627.6280352,0,12,49.16,0,0,0,2.0,True,False,False,False,False,False,False,False,False,2022,6,9,3,0,0,0,1,12.595921248294852,315.08189411643446,-1.1605962260174987,0.3361,2.0,0.4916
C1098,44.0,640490.88,247548.48,640.0686486114522,2,90,49.02,0,0,1,1.0,True,False,False,True,False,False,False,False,False,2023,2,23,3,2,2,0,0,13.369991722642936,497.5424404008165,0.4139333941139463,0.3865,15.0,0.4902
C1099,57.0,376006.52,297249.86,650.0805216,6,93,57.77,0,0,0,1.0,False,True,False,False,False,False,True,False,False,2019,8,9,4,0,1,0,0,12.837364422172035,545.206254549597,-0.68896848776567,0.7905,15.5,0.5777
C1100,40.31739130434783,585563.26,409340.86,647.8450608,3,142,34.27,0,0,1,2.0,False,False,True,False,False,True,False,True,False,2020,12,20,6,1,2,0,2,13.28033120834598,639.7975148435636,0.22204693168363485,0.6991,23.67,0.3427
C1101,42.0,313925.96,151274.49,615.1140768,3,117,85.72,0,0,0,2.0,True,False,False,False,False,False,False,False,False,2019,7,26,4,0,0,0,2,12.65691562636718,388.9402139146838,-1.043060806692693,0.4819,19.5,0.8572
C1102,47.0,959709.59,511293.09,686.7767672,7,25,62.92,0,0,1,3.0,False,False,False,True,False,False,False,False,False,2020,10,7,2,3,3,0,1,13.774387049243181,715.047613799249,1.312231380548162,0.5328,4.17,0.6292
C1103,40.31739130434783,317168.24,223891.2,662.3734592,5,13,34.41,0,0,0,1.0,False,False,True,False,False,False,True,False,False,2024,4,18,3,0,0,0,1,12.667190790522309,473.1714277088168,-1.023154538226211,0.7059,2.17,0.3441
C1104,21.0,209457.99,81861.42,659.4037512,1,40,79.51,0,0,0,2.0,False,False,False,True,False,False,False,True,False,2024,1,17,2,0,0,0,1,12.252283247392471,286.1143477702578,-1.803039097785006,0.3908,6.67,0.7951
C1105,55.0,1203457.09,484259.57,695.7127984,7,40,22.57,0,0,0,3.0,False,True,False,False,False,True,False,True,False,2020,12,12,5,4,3,0,1,14.000709712167255,695.8876130525675,1.8392911871460735,0.4024,6.67,0.2257
C1106,57.0,623667.82,434738.08,596.8934256,0,77,93.69,0,0,1,3.0,True,False,False,False,False,False,True,True,False,2024,7,22,0,2,2,0,0,13.343374769281247,659.3467069759278,0.356699422952853,0.6971,12.83,0.9369
C1107,34.0,271571.38,141940.45,667.7257104,4,5,84.89,0,0,1,2.0,False,False,False,True,False,False,False,False,False,2022,10,21,4,0,0,0,1,12.511983975828368,376.74985069671897,-1.3205925261765548,0.5227,0.83,0.8489
C1108,23.0,447195.39,130503.04,622.7756312,7,73,63.47,0,0,1,2.0,False,True,False,False,True,False,False,False,False,2024,7,18,3,1,1,0,0,13.010753128339639,361.25204497691084,-0.3395720212547164,0.2918,12.17,0.6347
C1109,40.31739130434783,356015.16,179200.76,650.4812128,5,41,28.35,0,0,1,2.0,True,False,False,False,False,False,True,False,False,2022,6,24,4,0,0,0,1,12.782731402062351,423.3211074350061,-0.7971885171412608,0.5034,6.83,0.2835
C1110,25.0,490488.84,219700.76,615.2391072,1,76,36.15,0,0,1,3.0,False,False,False,False,False,False,True,False,False,2022,1,22,5,1,1,0,0,13.103159844215432,468.7224765252889,-0.14961374669743951,0.4479,12.67,0.3615
C1111,40.31739130434783,760346.45,552091.75,706.827716,0,111,40.96,0,0,0,1.0,False,False,False,False,False,False,True,False,False,2020,6,17,2,2,3,1,2,13.5415307788443,743.0287679491286,0.788329023426949,0.7261,18.5,0.4096
C1112,34.0,697444.7,192238.96,593.795576,6,100,38.08,0,0,1,3.0,False,True,False,False,False,False,True,False,False,2019,7,21,6,2,2,0,0,13.455179940184866,438.4506357618837,0.5986572289544179,0.2756,16.67,0.3808
C1113,59.0,562165.16,407640.51,577.9732128,0,145,57.31,0,0,1,2.0,True,False,False,False,True,False,False,False,False,2023,9,19,1,1,2,0,2,13.239552743540496,638.4673131805574,0.13562605556771057,0.7251,24.17,0.5731
C1114,47.0,490357.12,248771.22,640.0686486114522,6,88,90.84,1,0,1,2.0,True,False,False,False,False,True,False,False,True,2023,7,15,5,1,1,0,0,13.102891260283643,498.7697063776027,-0.15016969603126448,0.5073,14.67,0.9084
